statecode,dates,confirmed,recovered,tested,other,deceased,vaccinated1,vaccinated2
TN,02-04-2020,280,6,0,0,1,0,0
TN,03-04-2020,373,6,3684,0,1,0,0
TN,04-04-2020,443,8,3684,0,3,0,0
TN,05-04-2020,521,4,3684,0,4,0,0
TN,06-04-2020,554,9,3684,0,5,0,0
TN,07-04-2020,566,13,3684,0,6,0,0
TN,08-04-2020,504,15,5305,0,7,0,0
TN,09-04-2020,525,21,7267,0,7,0,0
TN,10-04-2020,500,38,4726,0,8,0,0
TN,11-04-2020,484,36,6158,0,7,0,0
TN,12-04-2020,504,42,6971,0,6,0,0
TN,13-04-2020,552,45,9062,0,5,0,0
TN,14-04-2020,514,62,15571,0,5,0,0
TN,15-04-2020,504,97,16689,0,6,0,0
TN,16-04-2020,433,153,18738,0,7,0,0
TN,17-04-2020,412,239,21263,0,6,0,0
TN,18-04-2020,403,321,25194,0,5,0,0
TN,19-04-2020,402,361,30221,0,4,0,0
TN,20-04-2020,347,399,34239,0,6,0,0
TN,21-04-2020,392,554,33790,0,6,0,0
TN,22-04-2020,387,544,37029,0,4,0,0
TN,23-04-2020,416,572,39972,0,5,0,0
TN,24-04-2020,432,583,42730,0,7,0,0
TN,25-04-2020,449,595,45074,0,8,0,0
TN,26-04-2020,408,609,46729,0,9,0,0
TN,27-04-2020,417,617,47796,0,7,0,0
TN,28-04-2020,462,493,48829,0,7,0,0
TN,29-04-2020,533,548,50938,0,9,0,0
TN,30-04-2020,640,506,53771,0,7,0,0
TN,01-05-2020,771,446,56960,0,6,0,0
TN,02-05-2020,936,381,59380,0,6,0,0
TN,03-05-2020,1138,359,62502,0,6,0,0
TN,04-05-2020,1613,335,68189,0,7,0,0
TN,05-05-2020,2000,357,72954,0,8,0,0
TN,06-05-2020,2667,306,78280,0,8,0,0
TN,07-05-2020,3086,289,82688,0,10,0,0
TN,08-05-2020,3483,293,87053,0,12,0,0
TN,09-05-2020,3778,483,90180,0,15,0,0
TN,10-05-2020,4181,580,92930,0,17,0,0
TN,11-05-2020,4452,642,91929,0,22,0,0
TN,12-05-2020,4660,649,91859,0,28,0,0
TN,13-05-2020,4398,659,91226,0,29,0,0
TN,14-05-2020,4265,693,88996,0,29,0,0
TN,15-05-2020,4099,994,86688,0,31,0,0
TN,16-05-2020,4050,1714,83969,0,31,0,0
TN,17-05-2020,4020,2213,83683,0,32,0,0
TN,18-05-2020,3758,2355,82942,0,29,0,0
TN,19-05-2020,3730,2761,81487,0,24,0,0
TN,20-05-2020,3964,3707,80601,0,24,0,0
TN,21-05-2020,4293,4042,81100,0,29,0,0
TN,22-05-2020,4645,4529,82081,0,28,0,0
TN,23-05-2020,4927,3953,83701,0,29,0,0
TN,24-05-2020,5053,4152,82895,0,33,0,0
TN,25-05-2020,5322,4325,83609,0,37,0,0
TN,26-05-2020,5280,4447,83565,0,45,0,0
TN,27-05-2020,5354,4027,82902,0,48,0,0
TN,28-05-2020,5405,4266,82684,0,53,0,0
TN,29-05-2020,5493,4185,81365,0,58,0,0
TN,30-05-2020,5672,4509,81815,0,59,0,0
TN,31-05-2020,6056,4433,82347,0,64,0,0
TN,01-06-2020,6413,4439,81889,0,68,0,0
TN,02-06-2020,6858,4364,82694,0,70,0,0
TN,03-06-2020,7327,4407,85564,0,72,0,0
TN,04-06-2020,7884,4353,89765,0,75,0,0
TN,05-06-2020,8448,4449,94123,0,78,0,0
TN,06-06-2020,8968,4395,97540,0,91,0,0
TN,07-06-2020,9334,4242,101008,0,96,0,0
TN,08-06-2020,9734,4357,104613,0,102,0,0
TN,09-06-2020,10328,4619,106738,0,107,0,0
TN,10-06-2020,10969,5017,110312,0,118,0,0
TN,11-06-2020,11460,5804,110694,0,126,0,0
TN,12-06-2020,12004,6285,113233,0,132,0,0
TN,13-06-2020,12535,7014,115122,0,143,0,0
TN,14-06-2020,12994,7548,117629,0,163,0,0
TN,15-06-2020,13275,7817,121050,0,190,0,0
TN,16-06-2020,13105,8457,127073,0,221,0,0
TN,17-06-2020,13352,8291,134861,0,250,0,0
TN,18-06-2020,13618,7936,144768,0,276,0,0
TN,19-06-2020,13751,8224,154074,0,299,0,0
TN,20-06-2020,14158,7907,169394,0,307,0,0
TN,21-06-2020,14716,8207,182013,0,322,0,0
TN,22-06-2020,15583,8768,190202,0,315,0,0
TN,23-06-2020,16584,8557,196108,0,305,0,0
TN,24-06-2020,17275,10139,202724,0,290,0,0
TN,25-06-2020,18643,11358,208531,0,286,0,0
TN,26-06-2020,20173,11086,214669,0,291,0,0
TN,27-06-2020,21490,12778,216243,0,321,0,0
TN,28-06-2020,22898,12783,217790,0,322,0,0
TN,29-06-2020,24137,13637,221237,0,347,0,0
TN,30-06-2020,25564,14735,226331,0,368,0,0
TN,01-07-2020,26581,15163,225773,0,398,0,0
TN,02-07-2020,27415,16022,226718,0,410,0,0
TN,03-07-2020,28099,17021,228071,0,428,0,0
TN,04-07-2020,28666,16498,229430,0,425,0,0
TN,05-07-2020,28876,17241,231313,0,431,0,0
TN,06-07-2020,28754,18822,236056,0,430,0,0
TN,07-07-2020,28427,21042,242752,0,435,0,0
TN,08-07-2020,28301,21241,247210,0,436,0,0
TN,09-07-2020,28189,22140,256091,0,444,0,0
TN,10-07-2020,27540,23946,258372,0,444,0,0
TN,11-07-2020,27225,25323,260033,0,448,0,0
TN,12-07-2020,27319,26754,267733,0,456,0,0
TN,13-07-2020,27820,25996,277511,0,461,0,0
TN,14-07-2020,28730,26194,281930,0,463,0,0
TN,15-07-2020,29470,28143,287333,0,467,0,0
TN,16-07-2020,29788,29255,290852,0,471,0,0
TN,17-07-2020,30646,28483,302212,0,486,0,0
TN,18-07-2020,31488,27941,312582,0,505,0,0
TN,19-07-2020,32223,28383,323044,0,515,0,0
TN,20-07-2020,32880,29209,330571,0,519,0,0
TN,21-07-2020,33319,29360,340280,0,527,0,0
TN,22-07-2020,34672,29273,359010,0,977,0,0
TN,23-07-2020,36595,29377,375234,0,996,0,0
TN,24-07-2020,38842,32490,391715,0,1005,0,0
TN,25-07-2020,41023,37199,407835,0,1006,0,0
TN,26-07-2020,43030,38611,418971,0,1013,0,0
TN,27-07-2020,45038,40473,430134,0,1020,0,0
TN,28-07-2020,47045,40286,440221,0,1033,0,0
TN,29-07-2020,47622,41300,440903,0,597,0,0
TN,30-07-2020,47014,41385,439993,0,609,0,0
TN,31-07-2020,46110,40659,435119,0,615,0,0
TN,01-08-2020,45001,39911,431384,0,625,0,0
TN,02-08-2020,43890,39957,427599,0,638,0,0
TN,03-08-2020,42506,40034,422560,0,670,0,0
TN,04-08-2020,40597,41828,416529,0,690,0,0
TN,05-08-2020,39346,41932,416901,0,720,0,0
TN,06-08-2020,39166,42909,422852,0,730,0,0
TN,07-08-2020,39165,43619,429928,0,755,0,0
TN,08-08-2020,39169,41652,436901,0,774,0,0
TN,09-08-2020,39288,42155,446743,0,795,0,0
TN,10-08-2020,39593,42392,455685,0,800,0,0
TN,11-08-2020,40364,41896,468055,0,810,0,0
TN,12-08-2020,41060,41498,478464,0,817,0,0
TN,13-08-2020,41211,40372,478586,0,826,0,0
TN,14-08-2020,41221,39440,481387,0,824,0,0
TN,15-08-2020,41198,39633,485177,0,833,0,0
TN,16-08-2020,41154,39632,485441,0,839,0,0
TN,17-08-2020,41130,39262,485820,0,845,0,0
TN,18-08-2020,41005,39107,485353,0,848,0,0
TN,19-08-2020,40929,39858,481498,0,845,0,0
TN,20-08-2020,41080,40454,489299,0,842,0,0
TN,21-08-2020,41185,40662,493490,0,826,0,0
TN,22-08-2020,41305,41029,495694,0,779,0,0
TN,23-08-2020,41330,41057,495371,0,751,0,0
TN,24-08-2020,41407,41519,497862,0,728,0,0
TN,25-08-2020,41649,42667,501058,0,714,0,0
TN,26-08-2020,41812,41889,508838,0,716,0,0
TN,27-08-2020,41807,42017,510107,0,709,0,0
TN,28-08-2020,41808,42005,510866,0,710,0,0
TN,29-08-2020,42180,42447,518307,0,717,0,0
TN,30-08-2020,42700,42806,531430,0,714,0,0
TN,31-08-2020,42689,42685,536507,0,708,0,0
TN,01-09-2020,42666,41718,541451,0,697,0,0
TN,02-09-2020,42698,42003,541780,0,677,0,0
TN,03-09-2020,42609,42243,548336,0,660,0,0
TN,04-09-2020,42589,42825,556932,0,637,0,0
TN,05-09-2020,42107,42639,557737,0,614,0,0
TN,06-09-2020,41395,42053,560461,0,605,0,0
TN,07-09-2020,41215,41975,565864,0,603,0,0
TN,08-09-2020,40971,42543,573965,0,594,0,0
TN,09-09-2020,40565,43168,580709,0,574,0,0
TN,10-09-2020,40201,43243,583281,0,546,0,0
TN,11-09-2020,39744,42915,584475,0,544,0,0
TN,12-09-2020,39369,43283,591244,0,556,0,0
TN,13-09-2020,39279,43180,589578,0,545,0,0
TN,14-09-2020,39255,43049,589198,0,509,0,0
TN,15-09-2020,39268,42185,586555,0,490,0,0
TN,16-09-2020,39336,41437,588549,0,469,0,0
TN,17-09-2020,39368,40776,587600,0,464,0,0
TN,18-09-2020,39337,40295,588250,0,454,0,0
TN,19-09-2020,39411,39624,584805,0,444,0,0
TN,20-09-2020,39234,39113,586570,0,430,0,0
TN,21-09-2020,38826,38806,587119,0,437,0,0
TN,22-09-2020,38466,38477,591226,0,445,0,0
TN,23-09-2020,38139,38072,591638,0,451,0,0
TN,24-09-2020,38271,38018,597721,0,458,0,0
TN,25-09-2020,38462,38119,607055,0,463,0,0
TN,26-09-2020,38540,38175,615975,0,482,0,0
TN,27-09-2020,38815,38675,626004,0,502,0,0
TN,28-09-2020,39060,38737,625797,0,512,0,0
TN,29-09-2020,39269,38832,627064,0,506,0,0
TN,30-09-2020,39603,39079,629013,0,510,0,0
TN,01-10-2020,39599,39125,626053,0,510,0,0
TN,02-10-2020,39515,39102,616167,0,505,0,0
TN,03-10-2020,39490,39086,609441,0,485,0,0
TN,04-10-2020,39188,38938,599351,0,471,0,0
TN,05-10-2020,38994,38956,601611,0,463,0,0
TN,06-10-2020,38465,39003,596742,0,464,0,0
TN,07-10-2020,38253,38917,603056,0,464,0,0
TN,08-10-2020,37653,39119,602750,0,466,0,0
TN,09-10-2020,37243,38873,614846,0,467,0,0
TN,10-10-2020,36863,38499,618726,0,469,0,0
TN,11-10-2020,36389,37946,622821,0,468,0,0
TN,12-10-2020,35873,37539,620258,0,468,0,0
TN,13-10-2020,35522,37108,624639,0,454,0,0
TN,14-10-2020,34537,36667,626935,0,439,0,0
TN,15-10-2020,33859,36004,630346,0,420,0,0
TN,16-10-2020,33063,35892,624504,0,412,0,0
TN,17-10-2020,32116,35675,623555,0,399,0,0
TN,18-10-2020,31015,35599,623734,0,390,0,0
TN,19-10-2020,29672,34949,628702,0,380,0,0
TN,20-10-2020,28100,34235,623564,0,370,0,0
TN,21-10-2020,26724,33453,609808,0,357,0,0
TN,22-10-2020,25391,32712,600315,0,353,0,0
TN,23-10-2020,24059,31729,590542,0,326,0,0
TN,24-10-2020,22650,30748,580537,0,307,0,0
TN,25-10-2020,21605,29838,570941,0,282,0,0
TN,26-10-2020,20777,29337,558047,0,262,0,0
TN,27-10-2020,20205,28963,548363,0,242,0,0
TN,28-10-2020,19635,28521,539014,0,238,0,0
TN,29-10-2020,19210,28294,532979,0,228,0,0
TN,30-10-2020,18761,27956,528863,0,233,0,0
TN,31-10-2020,18386,27780,519393,0,229,0,0
TN,01-11-2020,18021,27405,511715,0,228,0,0
TN,02-11-2020,17794,27331,509776,0,227,0,0
TN,03-11-2020,17707,26009,509487,0,231,0,0
TN,04-11-2020,17678,24654,512385,0,226,0,0
TN,05-11-2020,17374,22980,517353,0,219,0,0
TN,06-11-2020,17136,21458,520783,0,208,0,0
TN,07-11-2020,16966,19962,530128,0,202,0,0
TN,08-11-2020,16796,18704,532500,0,192,0,0
TN,09-11-2020,16572,17072,537480,0,179,0,0
TN,10-11-2020,16283,16602,539339,0,173,0,0
TN,11-11-2020,15980,16308,541317,0,171,0,0
TN,12-11-2020,15744,16242,538481,0,168,0,0
TN,13-11-2020,15313,16412,531181,0,155,0,0
TN,14-11-2020,14884,16554,521494,0,142,0,0
TN,15-11-2020,14369,16688,511163,0,134,0,0
TN,16-11-2020,13837,16764,499663,0,133,0,0
TN,17-11-2020,13343,16841,489821,0,126,0,0
TN,18-11-2020,12873,16942,479526,0,116,0,0
TN,19-11-2020,12468,16846,469285,0,110,0,0
TN,20-11-2020,12217,16447,463832,0,114,0,0
TN,21-11-2020,11968,16086,462597,0,120,0,0
TN,22-11-2020,11804,15576,468353,0,127,0,0
TN,23-11-2020,11703,15096,469588,0,127,0,0
TN,24-11-2020,11608,14692,474444,0,126,0,0
TN,25-11-2020,11428,14254,475512,0,124,0,0
TN,26-11-2020,11185,13800,469361,0,119,0,0
TN,27-11-2020,10939,13121,462938,0,113,0,0
TN,28-11-2020,10706,12441,459811,0,108,0,0
TN,29-11-2020,10510,11902,456147,0,98,0,0
TN,30-11-2020,10296,11454,453751,0,90,0,0
TN,01-12-2020,10143,10955,451538,0,83,0,0
TN,02-12-2020,10037,10480,452310,0,78,0,0
TN,03-12-2020,9989,10096,461502,0,78,0,0
TN,04-12-2020,9938,10028,470270,0,81,0,0
TN,05-12-2020,9874,9982,475088,0,83,0,0
TN,06-12-2020,9735,9909,478708,0,90,0,0
TN,07-12-2020,9637,9842,480102,0,97,0,0
TN,08-12-2020,9469,9761,480230,0,100,0,0
TN,09-12-2020,9273,9678,481638,0,103,0,0
TN,10-12-2020,9077,9567,480410,0,106,0,0
TN,11-12-2020,8921,9452,480468,0,108,0,0
TN,12-12-2020,8773,9341,481709,0,106,0,0
TN,13-12-2020,8648,9219,480512,0,102,0,0
TN,14-12-2020,8477,9033,480491,0,100,0,0
TN,15-12-2020,8373,8913,481518,0,97,0,0
TN,16-12-2020,8322,8838,484271,0,95,0,0
TN,17-12-2020,8276,8750,490875,0,89,0,0
TN,18-12-2020,8175,8609,495786,0,84,0,0
TN,19-12-2020,8084,8515,500012,0,85,0,0
TN,20-12-2020,8003,8437,503411,0,88,0,0
TN,21-12-2020,7933,8391,502438,0,86,0,0
TN,22-12-2020,7853,8320,501582,0,93,0,0
TN,23-12-2020,7738,8211,499478,0,93,0,0
TN,24-12-2020,7599,8117,494939,0,94,0,0
TN,25-12-2020,7492,8050,485102,0,94,0,0
TN,26-12-2020,7384,7946,473195,0,91,0,0
TN,27-12-2020,7279,7839,464511,0,86,0,0
TN,28-12-2020,7213,7756,464737,0,85,0,0
TN,29-12-2020,7118,7682,464148,0,80,0,0
TN,30-12-2020,6997,7611,463433,0,85,0,0
TN,31-12-2020,6899,7529,461201,0,86,0,0
TN,01-01-2021,6793,7455,462842,0,87,0,0
TN,02-01-2021,6684,7364,460802,0,87,0,0
TN,03-01-2021,6542,7275,457596,0,87,0,0
TN,04-01-2021,6375,7186,454856,0,86,0,0
TN,05-01-2021,6238,7092,450392,0,85,0,0
TN,06-01-2021,6104,6975,443778,0,79,0,0
TN,07-01-2021,5972,6848,439381,0,78,0,0
TN,08-01-2021,5841,6716,436461,0,73,0,0
TN,09-01-2021,5692,6591,439573,0,69,0,0
TN,10-01-2021,5549,6446,442576,0,66,0,0
TN,11-01-2021,5393,6330,442388,0,62,0,0
TN,12-01-2021,5244,6186,442647,0,59,0,0
TN,13-01-2021,5106,6064,441748,0,54,0,0
TN,14-01-2021,4966,5979,438065,0,46,0,0
TN,15-01-2021,4797,5887,429681,0,43,0,0
TN,16-01-2021,4646,5780,416475,0,42,2945,0
TN,17-01-2021,4511,5693,404608,0,42,2945,0
TN,18-01-2021,4380,5582,394795,0,44,16462,0
TN,19-01-2021,4252,5527,385693,0,45,25251,0
TN,20-01-2021,4128,5419,383259,0,48,33670,0
TN,21-01-2021,4059,5298,383601,0,53,42947,0
TN,22-01-2021,4012,5182,389906,0,56,51651,0
TN,23-01-2021,3988,5080,400672,0,52,56281,0
TN,24-01-2021,3968,4952,411078,0,52,58775,0
TN,25-01-2021,3957,4821,416496,0,48,52565,0
TN,26-01-2021,3937,4644,420850,0,44,48702,0
TN,27-01-2021,3900,4495,416699,0,43,48369,0
TN,28-01-2021,3807,4334,408133,0,40,45520,0
TN,29-01-2021,3742,4176,398501,0,38,45475,0
TN,30-01-2021,3661,4029,388153,0,41,46595,0
TN,31-01-2021,3600,3910,379577,0,40,44101,0
TN,01-02-2021,3562,3800,375322,0,43,43660,0
TN,02-02-2021,3549,3726,371151,0,42,46792,0
TN,03-02-2021,3551,3695,368702,0,38,51395,0
TN,04-02-2021,3542,3668,368127,0,36,57461,0
TN,05-02-2021,3522,3643,368263,0,34,60198,0
TN,06-02-2021,3494,3620,368794,0,32,60587,0
TN,07-02-2021,3457,3595,368281,0,27,60587,0
TN,08-02-2021,3419,3573,368230,0,24,62340,0
TN,09-02-2021,3378,3543,367760,0,24,64832,0
TN,10-02-2021,3343,3503,367187,0,25,63958,0
TN,11-02-2021,3330,3476,371060,0,27,65834,0
TN,12-02-2021,3324,3456,373694,0,29,70218,0
TN,13-02-2021,3324,3435,374472,0,31,80012,1154
TN,14-02-2021,3323,3416,374425,0,36,80012,1154
TN,15-02-2021,3314,3398,373164,0,38,89256,4936
TN,16-02-2021,3296,3377,372790,0,41,95315,9356
TN,17-02-2021,3271,3346,372064,0,42,97946,14039
TN,18-02-2021,3247,3326,367410,0,42,97930,20125
TN,19-02-2021,3212,3307,364400,0,43,96995,25746
TN,20-02-2021,3173,3284,361412,0,44,93266,30006
TN,21-02-2021,3155,3265,358077,0,41,93266,30006
TN,22-02-2021,3149,3249,357927,0,41,85244,31137
TN,23-02-2021,3140,3232,358428,0,40,78171,31981
TN,24-02-2021,3149,3239,356473,0,40,73340,32110
TN,25-02-2021,3159,3240,356112,0,39,68719,30719
TN,26-02-2021,3192,3256,356578,0,37,64359,30686
TN,27-02-2021,3240,3288,358160,0,36,49210,25272
TN,28-02-2021,3267,3318,358827,0,36,49210,25272
TN,01-03-2021,3292,3339,358716,0,35,64505,30306
TN,02-03-2021,3312,3359,357624,0,30,91588,30066
TN,03-03-2021,3338,3384,358012,0,26,141683,31881
TN,04-03-2021,3353,3403,357978,0,25,206942,33220
TN,05-03-2021,3415,3482,360095,0,25,281667,34630
TN,06-03-2021,3491,3551,362518,0,24,360284,41485
TN,07-03-2021,3579,3582,366819,0,22,360284,41485
TN,08-03-2021,3661,3632,371053,0,20,438735,38202
TN,09-03-2021,3768,3669,375978,0,23,475276,40494
TN,10-03-2021,3950,3707,390277,0,26,495258,41075
TN,11-03-2021,4153,3760,405516,0,27,493509,42259
TN,12-03-2021,4280,3725,415762,0,26,492169,44457
TN,13-03-2021,4413,3677,426006,0,26,491081,46006
TN,14-03-2021,4605,3703,438159,0,29,491081,46006
TN,15-03-2021,4885,3724,448663,0,30,494413,47984
TN,16-03-2021,5183,3775,457722,0,31,517605,51502
TN,17-03-2021,5457,3819,464528,0,34,539151,54438
TN,18-03-2021,5761,3845,470608,0,38,577002,57882
TN,19-03-2021,6178,3928,478700,0,43,605617,60782
TN,20-03-2021,6726,4050,488570,0,47,638078,63859
TN,21-03-2021,7256,4171,496559,0,52,638078,63859
TN,22-03-2021,7805,4277,504977,0,58,672080,66930
TN,23-03-2021,8375,4618,516912,0,62,671892,65089
TN,24-03-2021,9066,5065,525658,0,66,658765,61175
TN,25-03-2021,9856,5523,534736,0,68,641236,55897
TN,26-03-2021,10740,6044,546588,0,68,630521,50643
TN,27-03-2021,11586,6651,556596,0,69,619944,45563
TN,28-03-2021,12491,7253,566688,0,71,619944,45563
TN,29-03-2021,13385,7946,574145,0,75,592166,40592
TN,30-03-2021,14290,8507,581171,0,82,568577,39822
TN,31-03-2021,15233,9011,584250,0,89,554300,39078
TN,01-04-2021,16271,9618,589023,0,97,538344,39077
TN,02-04-2021,17590,10202,590036,0,100,430320,25344
TN,03-04-2021,18947,10795,586941,0,105,373493,26557
TN,04-04-2021,20334,11338,584382,0,108,402925,32044
TN,05-04-2021,21727,11828,583734,0,105,296154,38111
TN,06-04-2021,23030,12174,581436,0,104,251314,35796
TN,07-04-2021,24437,12471,578258,0,102,219031,41447
TN,08-04-2021,25896,12706,577663,0,102,226822,60753
TN,09-04-2021,28047,12881,579732,0,113,338894,93497
TN,10-04-2021,30590,12999,582200,0,122,403550,111321
TN,11-04-2021,33627,13500,587947,0,130,415419,113277
TN,12-04-2021,36666,13997,590873,0,138,543069,132931
TN,13-04-2021,40005,15477,593349,0,141,632127,149512
TN,14-04-2021,43838,17117,610482,0,149,664389,153954
TN,15-04-2021,47549,19424,620588,0,159,746368,175188
TN,16-04-2021,50557,22454,629654,0,169,801521,197093
TN,17-04-2021,53912,25765,645912,0,185,789618,214614
TN,18-04-2021,58017,29376,667504,0,205,775222,221386
TN,19-04-2021,62247,33209,696112,0,230,697231,235653
TN,20-04-2021,66249,36170,714109,0,260,620359,251069
TN,21-04-2021,70111,39777,729102,0,288,582244,273253
TN,22-04-2021,74776,43127,749368,0,318,460901,292323
TN,23-04-2021,80103,46285,777760,0,363,354184,320169
TN,24-04-2021,85601,50164,802674,0,404,312157,345873
TN,25-04-2021,90537,55304,818842,0,444,296639,342844
TN,26-04-2021,95280,62757,827436,0,494,292971,377000
TN,27-04-2021,100124,70550,847656,0,523,308314,425289
TN,28-04-2021,105108,78593,865037,0,568,321188,454450
TN,29-04-2021,110353,86609,889973,0,616,320527,448383
TN,30-04-2021,115269,94538,907951,0,651,311658,429306
TN,01-05-2021,120015,102560,933685,0,718,306192,410625
TN,02-05-2021,125124,109071,950470,0,789,290698,404202
TN,03-05-2021,130392,113462,971307,0,817,264864,373664
TN,04-05-2021,135790,118531,990270,0,884,233907,328847
TN,05-05-2021,142435,123479,1015610,0,953,208387,299268
TN,06-05-2021,149436,129483,1027151,0,1041,192983,297581
TN,07-05-2021,157209,135857,1036392,0,1125,179186,295693
TN,08-05-2021,165018,141803,1040938,0,1219,152221,282438
TN,09-05-2021,173147,147742,1051645,0,1302,163430,289635
TN,10-05-2021,181173,150630,1056857,0,1412,167191,296729
TN,11-05-2021,189217,150700,1072456,0,1566,172573,300357
TN,12-05-2021,196262,150146,1073430,0,1692,184170,305511
TN,13-05-2021,201985,147887,1079429,0,1794,195046,291336
TN,14-05-2021,207412,145543,1086659,0,1885,190465,260446
TN,15-05-2021,213673,143338,1095606,0,1947,198744,249298
TN,16-05-2021,217957,141140,1108628,0,2022,200889,241706
TN,17-05-2021,222054,140722,1118672,0,2125,210462,197937
TN,18-05-2021,225841,142902,1123025,0,2191,215951,162973
TN,19-05-2021,230361,147257,1137024,0,2263,214976,128481
TN,20-05-2021,235319,153338,1149989,0,2363,350450,107416
TN,21-05-2021,239611,157779,1164059,0,2542,359711,88654
TN,22-05-2021,241826,162650,1174345,0,2687,376436,67233
TN,23-05-2021,244128,166529,1184357,0,2798,384819,64099
TN,24-05-2021,245920,173069,1196274,0,2867,423666,54343
TN,25-05-2021,247146,180452,1207676,0,2971,561363,48438
TN,26-05-2021,246035,186306,1209745,0,3081,788437,43460
TN,27-05-2021,243817,191001,1212796,0,3158,902307,25988
TN,28-05-2021,238712,197778,1214226,0,3177,1159123,38405
TN,29-05-2021,232855,203761,1213344,0,3215,1372274,51861
TN,30-05-2021,226236,211547,1209871,0,3286,1444349,56338
TN,31-05-2021,219305,215744,1205349,0,3360,1554536,66230
TN,01-06-2021,211533,218672,1200880,0,3382,1506054,79098
TN,02-06-2021,203086,221218,1202785,0,3390,1337171,88368
TN,03-06-2021,194130,223376,1208078,0,3376,1313931,96272
TN,04-06-2021,185702,225767,1207569,0,3353,1259994,89521
TN,05-06-2021,177096,226480,1208585,0,3310,1130920,79883
TN,06-06-2021,168653,226659,1210216,0,3251,1087872,76955
TN,07-06-2021,160165,226796,1217382,0,3124,955364,69963
TN,08-06-2021,151675,226168,1220097,0,3043,874135,57473
TN,09-06-2021,143679,225158,1226518,0,2965,830125,48984
TN,10-06-2021,136087,224986,1229000,0,2863,601717,39890
TN,11-06-2021,129195,220583,1236553,0,2778,419196,37091
TN,12-06-2021,122893,215574,1244066,0,2709,573036,49267
TN,13-06-2021,116488,208308,1246379,0,2542,731262,55290
TN,14-06-2021,109812,202509,1245797,0,2445,947514,64684
TN,15-06-2021,103594,194671,1246646,0,2303,1026855,69954
TN,16-06-2021,96721,184476,1236981,0,2168,1311583,86569
TN,17-06-2021,89026,175147,1230071,0,2020,1535265,102268
TN,18-06-2021,81900,165764,1217754,0,1929,1669366,109392
TN,19-06-2021,74975,156533,1206055,0,1735,1735712,110736
TN,20-06-2021,68776,147681,1201303,0,1650,1724268,112925
TN,21-06-2021,63431,137401,1201970,0,1585,1823466,122915
TN,22-06-2021,58521,125338,1196384,0,1512,1977649,134219
TN,23-06-2021,54669,114712,1195404,0,1408,1837493,136613
TN,24-06-2021,51713,101038,1190677,0,1353,1932222,157921
TN,25-06-2021,48835,89310,1191525,0,1216,2188351,190811
TN,26-06-2021,46067,78739,1191309,0,1184,2200508,217094
TN,27-06-2021,43377,68855,1184969,0,1093,2120218,222734
TN,28-06-2021,40754,60127,1174941,0,1002,1930574,224323
TN,29-06-2021,38371,54996,1169989,0,926,1901530,235461
TN,30-06-2021,36281,50101,1162506,0,873,1816420,235170
TN,01-07-2021,34600,46099,1155877,0,820,1648388,224523
TN,02-07-2021,33075,42919,1145570,0,767,1465708,225799
TN,03-07-2021,31673,39982,1134801,0,734,1503192,244412
TN,04-07-2021,30413,37205,1126389,0,715,1479300,245598
TN,05-07-2021,29324,34681,1120865,0,671,1435860,252787
TN,06-07-2021,28291,32523,1113832,0,626,1259250,246020
TN,07-07-2021,27152,30690,1103054,0,577,1207141,244683
TN,08-07-2021,25882,29211,1094163,0,532,1101312,280827
TN,09-07-2021,24691,27670,1084984,0,504,891621,270076
TN,10-07-2021,23591,26267,1075202,0,438,538506,225651
TN,11-07-2021,22499,25073,1065593,0,413,506168,236311
TN,12-07-2021,21436,24148,1050685,0,395,626781,299393
TN,13-07-2021,20462,23351,1037427,0,370,934706,351006
TN,14-07-2021,19553,22668,1031977,0,361,1043005,412024
TN,15-07-2021,18747,22109,1023879,0,353,1081053,407431
TN,16-07-2021,18020,21684,1021026,0,330,1239377,456121
TN,17-07-2021,17312,21165,1016428,0,324,1461718,517808
TN,18-07-2021,16616,20720,1011675,0,306,1492975,514346
TN,19-07-2021,15935,20174,1006201,0,298,1433151,470233
TN,20-07-2021,15334,19555,1000031,0,280,1193025,424710
TN,21-07-2021,14767,18957,994885,0,252,1166906,378394
TN,22-07-2021,14234,18426,993804,0,232,1297847,372326
TN,23-07-2021,13752,17956,980034,0,210,1346869,349163
TN,24-07-2021,13366,17737,975978,0,194,1320535,325407
TN,25-07-2021,13095,17441,976768,0,187,1317196,320804
TN,26-07-2021,12909,17244,979071,0,185,1367347,315807
TN,27-07-2021,12772,17117,988419,0,184,1480585,328043
TN,28-07-2021,12637,17088,1003168,0,186,1555805,334291
TN,29-07-2021,12624,16758,1014658,0,185,1569198,356653
TN,30-07-2021,12741,16435,1036493,0,188,1555714,381867
TN,31-07-2021,12908,16030,1055632,0,187,1718327,427773
TN,01-08-2021,13090,15739,1070059,0,191,1734283,437266
TN,02-08-2021,13262,15446,1078088,0,193,1756403,449818
TN,03-08-2021,13403,15181,1080363,0,193,1726675,460314
TN,04-08-2021,13596,14798,1081001,0,202,1717715,500189
TN,05-08-2021,13734,14596,1082724,0,207,1701276,482497
TN,06-08-2021,13772,14311,1086382,0,210,1697218,458268
TN,07-08-2021,13755,13972,1090810,0,213,1554393,408683
TN,08-08-2021,13721,13623,1092393,0,215,1575955,401160
TN,09-08-2021,13693,13441,1101774,0,210,1519272,387203
TN,10-08-2021,13678,13324,1107057,0,208,1464155,377607
TN,11-08-2021,13693,13230,1113213,0,198,1382141,324752
